date,open,high,low,close,volume
2025-11-26 13:20:00+05:30,26651.7,26662.3,26650.0,26650.0,845
2025-11-26 13:25:00+05:30,26650.0,26651.0,26628.9,26628.9,780
2025-11-26 13:30:00+05:30,26628.9,26642.0,26628.9,26642.0,455
2025-11-26 13:35:00+05:30,26642.0,26649.9,26642.0,26649.9,260
2025-11-26 13:40:00+05:30,26649.9,26650.0,26643.4,26645.0,325
2025-11-26 13:45:00+05:30,26645.0,26650.0,26640.1,26650.0,715
2025-11-26 13:50:00+05:30,26650.0,26659.0,26650.0,26659.0,260
2025-11-26 13:55:00+05:30,26659.0,26660.0,26654.3,26655.2,650
2025-11-26 14:00:00+05:30,26655.2,26669.9,26655.2,26669.9,1950
2025-11-26 14:05:00+05:30,26669.9,26669.9,26659.8,26667.9,1040
2025-11-26 14:10:00+05:30,26667.9,26668.9,26660.0,26667.8,325
2025-11-26 14:15:00+05:30,26667.8,26667.8,26660.0,26666.0,520
2025-11-26 14:20:00+05:30,26666.0,26670.0,26665.0,26665.0,845
2025-11-26 14:25:00+05:30,26665.0,26674.9,26665.0,26665.0,845
2025-11-26 14:30:00+05:30,26665.0,26665.0,26645.9,26652.0,1300
2025-11-26 14:35:00+05:30,26652.0,26659.2,26651.7,26659.2,520
2025-11-26 14:40:00+05:30,26659.2,26660.0,26651.8,26660.0,1690
2025-11-26 14:45:00+05:30,26660.0,26668.8,26657.8,26657.8,1300
2025-11-26 14:50:00+05:30,26657.8,26664.5,26654.0,26664.5,520
2025-11-26 14:55:00+05:30,26664.5,26664.5,26652.0,26652.0,585
2025-11-26 15:00:00+05:30,26652.0,26669.7,26652.0,26669.7,975
2025-11-26 15:05:00+05:30,26669.7,26675.0,26665.0,26675.0,1170
2025-11-26 15:10:00+05:30,26675.0,26677.0,26672.1,26672.1,910
2025-11-26 15:15:00+05:30,26672.1,26680.0,26671.6,26671.6,1495
2025-11-26 15:20:00+05:30,26671.6,26680.0,26667.0,26680.0,2340
2025-11-26 15:25:00+05:30,26680.0,26694.8,26675.0,26687.1,3445
2025-11-27 09:15:00+05:30,26699.0,26745.0,26699.0,26745.0,3640
2025-11-27 09:20:00+05:30,26745.0,26791.2,26740.1,26765.5,9425
2025-11-27 09:25:00+05:30,26765.5,26775.5,26755.0,26770.1,6175
2025-11-27 09:30:00+05:30,26770.1,26771.0,26753.2,26758.0,1495
2025-11-27 09:35:00+05:30,26758.0,26767.5,26741.0,26741.0,2470
2025-11-27 09:40:00+05:30,26741.0,26748.9,26720.0,26728.0,2535
2025-11-27 09:45:00+05:30,26728.0,26760.0,26720.1,26750.0,2860
2025-11-27 09:50:00+05:30,26750.0,26755.0,26737.2,26750.0,1040
2025-11-27 09:55:00+05:30,26750.0,26767.0,26750.0,26762.0,780
2025-11-27 10:00:00+05:30,26762.0,26781.9,26762.0,26781.9,1430
2025-11-27 10:05:00+05:30,26781.9,26786.0,26771.2,26775.1,1235
2025-11-27 10:10:00+05:30,26775.1,26775.1,26751.7,26765.0,2665
2025-11-27 10:15:00+05:30,26765.0,26765.0,26754.3,26754.3,715
2025-11-27 10:20:00+05:30,26754.3,26764.9,26754.3,26760.0,520
2025-11-27 10:25:00+05:30,26760.0,26764.7,26755.0,26764.0,975
2025-11-27 10:30:00+05:30,26764.0,26765.0,26754.8,26760.0,650
2025-11-27 10:35:00+05:30,26760.0,26765.9,26760.0,26765.9,585
2025-11-27 10:40:00+05:30,26765.9,26775.0,26764.4,26764.4,520
2025-11-27 10:45:00+05:30,26764.4,26783.0,26764.4,26783.0,195
2025-11-27 10:50:00+05:30,26783.0,26790.0,26780.0,26780.0,2600
2025-11-27 10:55:00+05:30,26780.0,26780.0,26764.5,26772.0,325
2025-11-27 11:00:00+05:30,26772.0,26779.1,26768.8,26770.1,325
2025-11-27 11:05:00+05:30,26770.1,26775.0,26764.5,26773.0,1495
2025-11-27 11:10:00+05:30,26773.0,26775.0,26770.0,26775.0,845
2025-11-27 11:15:00+05:30,26775.0,26775.0,26764.4,26764.4,260
2025-11-27 11:20:00+05:30,26764.4,26765.0,26755.0,26765.0,910
2025-11-27 11:25:00+05:30,26765.0,26768.0,26750.0,26750.0,1170
2025-11-27 11:30:00+05:30,26750.0,26750.0,26735.1,26735.1,1430
2025-11-27 11:35:00+05:30,26735.1,26741.9,26735.1,26741.9,1235
2025-11-27 11:40:00+05:30,26741.9,26750.0,26740.1,26750.0,585
2025-11-27 11:45:00+05:30,26750.0,26750.0,26719.0,26719.0,2730
2025-11-27 11:50:00+05:30,26719.0,26726.9,26719.0,26720.9,1950
2025-11-27 11:55:00+05:30,26720.9,26731.6,26720.1,26720.2,1365
2025-11-27 12:00:00+05:30,26720.2,26735.1,26720.2,26735.0,1755
2025-11-27 12:05:00+05:30,26735.0,26735.0,26714.4,26714.4,1495
2025-11-27 12:10:00+05:30,26714.4,26733.1,26712.6,26717.2,2535
2025-11-27 12:15:00+05:30,26717.2,26733.5,26710.1,26725.8,1690
2025-11-27 12:20:00+05:30,26725.8,26725.8,26695.0,26695.0,3575
2025-11-27 12:25:00+05:30,26695.0,26707.4,26695.0,26703.2,1040
2025-11-27 12:30:00+05:30,26703.2,26715.0,26702.7,26702.7,1040
2025-11-27 12:35:00+05:30,26702.7,26711.9,26700.0,26709.8,2015
2025-11-27 12:40:00+05:30,26709.8,26730.0,26700.3,26730.0,585
2025-11-27 12:45:00+05:30,26730.0,26739.9,26730.0,26739.8,390
2025-11-27 12:50:00+05:30,26739.8,26739.8,26720.1,26720.1,715
2025-11-27 12:55:00+05:30,26720.1,26729.9,26720.1,26721.0,585
2025-11-27 13:00:00+05:30,26721.0,26723.1,26710.0,26723.1,1365
2025-11-27 13:05:00+05:30,26723.1,26723.1,26697.8,26697.8,780
2025-11-27 13:10:00+05:30,26697.8,26706.8,26655.0,26660.9,6825
2025-11-27 13:15:00+05:30,26651.1,26673.5,26645.0,26663.0,2795
2025-11-27 13:20:00+05:30,26663.0,26673.1,26636.8,26636.9,4680
2025-11-27 13:25:00+05:30,26636.9,26649.5,26630.5,26637.5,3575
2025-11-27 13:30:00+05:30,26637.5,26659.5,26633.0,26659.5,4030
2025-11-27 13:35:00+05:30,26659.5,26660.0,26635.0,26635.0,1430
2025-11-27 13:40:00+05:30,26635.0,26641.0,26631.1,26638.8,1560
2025-11-27 13:45:00+05:30,26638.8,26653.1,26635.0,26652.1,2015
2025-11-27 13:50:00+05:30,26652.1,26670.0,26652.1,26670.0,260
2025-11-27 13:55:00+05:30,26670.0,26681.2,26667.0,26667.7,455
2025-11-27 14:00:00+05:30,26667.7,26685.3,26656.0,26677.0,1950
2025-11-27 14:05:00+05:30,26677.0,26681.2,26666.0,26679.8,845
2025-11-27 14:10:00+05:30,26679.8,26688.0,26667.4,26667.4,390
2025-11-27 14:15:00+05:30,26667.4,26674.9,26660.0,26666.7,650
2025-11-27 14:20:00+05:30,26666.7,26679.0,26666.7,26679.0,325
2025-11-27 14:25:00+05:30,26679.0,26710.0,26679.0,26710.0,1820
2025-11-27 14:30:00+05:30,26710.0,26710.0,26672.9,26698.5,1235
2025-11-27 14:35:00+05:30,26698.5,26698.5,26690.0,26690.0,130
2025-11-27 14:40:00+05:30,26690.0,26699.8,26676.1,26686.1,1560
2025-11-27 14:45:00+05:30,26686.1,26686.1,26676.0,26684.4,715
2025-11-27 14:50:00+05:30,26684.4,26684.4,26660.0,26660.1,780
2025-11-27 14:55:00+05:30,26660.1,26676.6,26660.0,26661.1,975
2025-11-27 15:00:00+05:30,26661.1,26699.9,26661.1,26698.8,780
2025-11-27 15:05:00+05:30,26698.8,26698.8,26685.3,26685.3,325
2025-11-27 15:10:00+05:30,26685.3,26696.1,26685.3,26692.2,650
2025-11-27 15:15:00+05:30,26698.0,26700.0,26696.0,26700.0,910
2025-11-27 15:20:00+05:30,26700.0,26708.9,26695.6,26700.1,3835
2025-11-27 15:25:00+05:30,26700.1,26709.9,26700.1,26702.0,1560
2025-11-28 09:15:00+05:30,26702.1,26729.9,26690.0,26725.0,2340
2025-11-28 09:20:00+05:30,26725.0,26730.9,26701.6,26701.6,2210
2025-11-28 09:25:00+05:30,26701.6,26720.0,26692.6,26720.0,2210
2025-11-28 09:30:00+05:30,26720.0,26730.0,26720.0,26730.0,1430
2025-11-28 09:35:00+05:30,26730.0,26735.9,26695.5,26695.5,1690
2025-11-28 09:40:00+05:30,26695.5,26723.9,26695.5,26720.0,520
2025-11-28 09:45:00+05:30,26720.0,26723.8,26705.2,26714.6,585
2025-11-28 09:50:00+05:30,26714.6,26734.5,26713.0,26734.5,1365
2025-11-28 09:55:00+05:30,26734.5,26734.5,26728.0,26728.0,195
2025-11-28 10:00:00+05:30,26728.0,26748.0,26728.0,26748.0,2600
2025-11-28 10:05:00+05:30,26748.0,26750.0,26746.0,26748.6,650
2025-11-28 10:10:00+05:30,26748.6,26748.6,26736.0,26736.0,260
2025-11-28 10:15:00+05:30,26736.0,26736.0,26714.3,26725.0,325
2025-11-28 10:20:00+05:30,26725.0,26730.0,26717.7,26717.7,585
2025-11-28 10:25:00+05:30,26717.7,26727.0,26717.7,26727.0,65
2025-11-28 10:30:00+05:30,26727.0,26740.0,26727.0,26738.0,1755
2025-11-28 10:35:00+05:30,26738.0,26743.0,26738.0,26743.0,260
2025-11-28 10:40:00+05:30,26743.0,26746.0,26743.0,26743.0,455
2025-11-28 10:45:00+05:30,26743.0,26754.9,26741.8,26750.0,1950
2025-11-28 10:50:00+05:30,26750.0,26750.0,26740.7,26744.9,455
2025-11-28 10:55:00+05:30,26744.9,26744.9,26730.1,26730.1,390
2025-11-28 11:00:00+05:30,26730.1,26744.8,26730.0,26730.0,585
2025-11-28 11:05:00+05:30,26730.0,26730.0,26730.0,26730.0,65
2025-11-28 11:10:00+05:30,26730.0,26740.0,26730.0,26740.0,325
2025-11-28 11:15:00+05:30,26740.0,26744.8,26738.2,26744.8,780
2025-11-28 11:20:00+05:30,26744.8,26744.8,26722.0,26722.0,1430
2025-11-28 11:25:00+05:30,26722.0,26722.0,26720.0,26720.0,520
2025-11-28 11:30:00+05:30,26720.0,26732.0,26715.1,26715.1,520
2025-11-28 11:35:00+05:30,26715.1,26715.1,26715.1,26715.1,0
2025-11-28 11:40:00+05:30,26715.1,26728.9,26715.1,26728.9,390
2025-11-28 11:45:00+05:30,26728.9,26728.9,26722.3,26723.5,650
2025-11-28 11:50:00+05:30,26723.5,26726.8,26723.5,26726.5,130
2025-11-28 11:55:00+05:30,26726.5,26726.5,26719.0,26725.0,390
2025-11-28 12:00:00+05:30,26725.0,26725.7,26724.0,26724.0,715
2025-11-28 12:05:00+05:30,26724.0,26724.0,26715.0,26715.0,390
2025-11-28 12:10:00+05:30,26715.0,26725.0,26708.3,26725.0,325
2025-11-28 12:15:00+05:30,26725.0,26725.0,26725.0,26725.0,0
2025-11-28 12:20:00+05:30,26725.0,26725.0,26700.9,26700.9,1690
2025-11-28 12:25:00+05:30,26700.9,26704.0,26700.0,26700.0,715
2025-11-28 12:30:00+05:30,26700.0,26709.6,26700.0,26709.6,1430
2025-11-28 12:35:00+05:30,26709.6,26720.3,26709.6,26720.3,195
2025-11-28 12:40:00+05:30,26720.3,26720.3,26720.3,26720.3,0
2025-11-28 12:45:00+05:30,26720.3,26720.3,26685.5,26690.4,780
2025-11-28 12:50:00+05:30,26690.4,26700.7,26690.4,26700.0,1040
2025-11-28 12:55:00+05:30,26700.0,26709.4,26696.5,26709.4,390
2025-11-28 13:00:00+05:30,26709.4,26710.5,26709.4,26710.5,130
2025-11-28 13:05:00+05:30,26710.5,26710.5,26708.9,26708.9,260
2025-11-28 13:10:00+05:30,26708.9,26708.9,26695.5,26695.5,195
2025-11-28 13:15:00+05:30,26695.5,26695.5,26693.0,26693.0,780
2025-11-28 13:20:00+05:30,26693.0,26711.0,26690.0,26711.0,390
2025-11-28 13:25:00+05:30,26711.0,26711.0,26700.0,26700.1,585
2025-11-28 13:30:00+05:30,26700.1,26719.9,26700.1,26711.1,325
2025-11-28 13:35:00+05:30,26711.1,26711.1,26711.1,26711.1,0
2025-11-28 13:40:00+05:30,26711.1,26711.1,26701.0,26701.0,195
2025-11-28 13:45:00+05:30,26701.0,26701.0,26680.1,26680.1,325
2025-11-28 13:50:00+05:30,26680.1,26690.0,26671.9,26685.0,3315
2025-11-28 13:55:00+05:30,26685.0,26696.2,26685.0,26696.2,1365
2025-11-28 14:00:00+05:30,26696.2,26700.9,26696.2,26700.9,65
2025-11-28 14:05:00+05:30,26700.9,26700.9,26700.9,26700.9,0
2025-11-28 14:10:00+05:30,26700.9,26700.9,26685.0,26685.0,130
2025-11-28 14:15:00+05:30,26685.0,26687.3,26671.2,26687.3,390
2025-11-28 14:20:00+05:30,26687.3,26687.3,26673.9,26673.9,715
2025-11-28 14:25:00+05:30,26673.9,26687.6,26673.9,26687.6,585
2025-11-28 14:30:00+05:30,26687.6,26699.0,26687.6,26699.0,260
2025-11-28 14:35:00+05:30,26699.0,26699.9,26690.0,26692.2,455
2025-11-28 14:40:00+05:30,26692.2,26697.3,26687.6,26687.6,455
2025-11-28 14:45:00+05:30,26687.6,26690.0,26687.6,26687.6,130
2025-11-28 14:50:00+05:30,26687.6,26687.6,26685.0,26685.0,65
2025-11-28 14:55:00+05:30,26685.0,26690.0,26685.0,26689.3,780
2025-11-28 15:00:00+05:30,26689.3,26697.6,26686.1,26697.6,455
2025-11-28 15:05:00+05:30,26697.6,26699.5,26692.0,26695.0,585
2025-11-28 15:10:00+05:30,26695.0,26695.5,26690.0,26690.0,1625
2025-11-28 15:15:00+05:30,26690.0,26696.5,26685.6,26695.0,2925
2025-11-28 15:20:00+05:30,26695.0,26705.2,26695.0,26705.2,975
2025-11-28 15:25:00+05:30,26700.0,26705.0,26693.5,26698.5,2080
2025-12-01 09:15:00+05:30,26750.0,26794.9,26720.1,26765.0,8060
2025-12-01 09:20:00+05:30,26765.0,26769.7,26751.0,26764.0,1885
2025-12-01 09:25:00+05:30,26764.0,26776.4,26751.9,26769.4,3900
2025-12-01 09:30:00+05:30,26769.4,26769.4,26750.1,26760.0,390
2025-12-01 09:35:00+05:30,26760.0,26777.0,26759.5,26766.9,3965
2025-12-01 09:40:00+05:30,26766.9,26777.0,26750.3,26755.1,1690
2025-12-01 09:45:00+05:30,26755.1,26764.9,26750.0,26764.9,1040
2025-12-01 09:50:00+05:30,26764.9,26764.9,26733.6,26733.6,1105
2025-12-01 09:55:00+05:30,26733.6,26742.0,26732.0,26742.0,715
2025-12-01 10:00:00+05:30,26742.0,26752.4,26730.1,26741.0,650
2025-12-01 10:05:00+05:30,26741.0,26752.4,26741.0,26752.4,780
2025-12-01 10:10:00+05:30,26752.4,26752.4,26744.0,26746.9,845
2025-12-01 10:15:00+05:30,26746.9,26750.7,26744.0,26746.3,585
2025-12-01 10:20:00+05:30,26746.3,26750.9,26746.3,26750.9,325
2025-12-01 10:25:00+05:30,26750.9,26750.9,26742.0,26742.0,325
2025-12-01 10:30:00+05:30,26742.0,26750.0,26742.0,26750.0,325
2025-12-01 10:35:00+05:30,26750.0,26750.0,26732.1,26732.1,650
2025-12-01 10:40:00+05:30,26732.1,26732.1,26726.0,26729.9,455
2025-12-01 10:45:00+05:30,26729.9,26729.9,26724.0,26725.5,2340
2025-12-01 10:50:00+05:30,26725.5,26726.0,26701.0,26701.0,2860
2025-12-01 10:55:00+05:30,26701.0,26710.0,26701.0,26710.0,1885
2025-12-01 11:00:00+05:30,26710.0,26710.0,26706.0,26708.9,845
2025-12-01 11:05:00+05:30,26708.9,26710.6,26707.0,26707.0,455
2025-12-01 11:10:00+05:30,26707.0,26727.4,26707.0,26723.0,455
2025-12-01 11:15:00+05:30,26723.0,26733.0,26716.2,26725.0,1755
2025-12-01 11:20:00+05:30,26725.0,26725.0,26720.0,26720.0,1690
2025-12-01 11:25:00+05:30,26720.0,26720.1,26720.0,26720.1,65
2025-12-01 11:30:00+05:30,26720.1,26724.0,26720.1,26724.0,195
2025-12-01 11:35:00+05:30,26724.0,26730.9,26724.0,26730.6,195
2025-12-01 11:40:00+05:30,26730.6,26730.6,26680.5,26683.1,3120
2025-12-01 11:45:00+05:30,26683.1,26684.0,26652.5,26674.0,4095
2025-12-01 11:50:00+05:30,26674.0,26674.4,26662.0,26666.1,1040
2025-12-01 11:55:00+05:30,26666.1,26690.0,26666.1,26687.0,455
2025-12-01 12:00:00+05:30,26687.0,26688.9,26679.6,26679.6,650
2025-12-01 12:05:00+05:30,26679.6,26679.6,26660.0,26660.0,2015
2025-12-01 12:10:00+05:30,26660.0,26663.7,26645.0,26658.6,2080
2025-12-01 12:15:00+05:30,26658.6,26658.6,26646.0,26650.0,975
2025-12-01 12:20:00+05:30,26650.0,26655.0,26640.0,26655.0,650
2025-12-01 12:25:00+05:30,26655.0,26674.1,26648.3,26648.6,520
2025-12-01 12:30:00+05:30,26648.6,26648.6,26636.0,26636.0,845
2025-12-01 12:35:00+05:30,26636.0,26643.0,26635.0,26635.0,845
2025-12-01 12:40:00+05:30,26635.0,26656.1,26624.0,26656.1,1495
2025-12-01 12:45:00+05:30,26656.1,26656.1,26630.1,26633.4,455
2025-12-01 12:50:00+05:30,26633.4,26648.5,26633.4,26648.5,715
2025-12-01 12:55:00+05:30,26648.5,26655.9,26640.1,26655.9,520
2025-12-01 13:00:00+05:30,26655.9,26655.9,26645.3,26650.0,195
2025-12-01 13:05:00+05:30,26650.0,26652.0,26650.0,26651.0,325
2025-12-01 13:10:00+05:30,26651.0,26652.0,26640.1,26652.0,195
2025-12-01 13:15:00+05:30,26652.0,26665.8,26652.0,26665.8,260
2025-12-01 13:20:00+05:30,26665.8,26665.8,26644.5,26644.5,455
2025-12-01 13:25:00+05:30,26644.5,26646.3,26641.2,26641.3,455
2025-12-01 13:30:00+05:30,26641.3,26649.9,26640.0,26640.0,1495
2025-12-01 13:35:00+05:30,26640.0,26665.4,26640.0,26663.0,1625
2025-12-01 13:40:00+05:30,26663.0,26666.0,26659.9,26666.0,455
2025-12-01 13:45:00+05:30,26666.0,26666.0,26650.2,26660.0,390
2025-12-01 13:50:00+05:30,26660.0,26660.0,26660.0,26660.0,0
2025-12-01 13:55:00+05:30,26660.0,26661.3,26660.0,26660.0,1170
2025-12-01 14:00:00+05:30,26660.0,26680.0,26660.0,26680.0,325
2025-12-01 14:05:00+05:30,26680.0,26691.9,26680.0,26680.0,455
2025-12-01 14:10:00+05:30,26680.0,26682.2,26665.2,26682.2,260
2025-12-01 14:15:00+05:30,26682.2,26683.0,26670.1,26670.1,390
2025-12-01 14:20:00+05:30,26670.1,26670.1,26670.1,26670.1,65
2025-12-01 14:25:00+05:30,26670.1,26670.1,26670.1,26670.1,0
2025-12-01 14:30:00+05:30,26670.1,26671.5,26651.4,26659.7,1950
2025-12-01 14:35:00+05:30,26659.7,26673.0,26652.4,26654.8,1430
2025-12-01 14:40:00+05:30,26654.8,26670.6,26645.0,26645.0,1170
2025-12-01 14:45:00+05:30,26645.0,26647.5,26638.3,26638.3,520
2025-12-01 14:50:00+05:30,26638.3,26647.7,26626.3,26632.7,2210
2025-12-01 14:55:00+05:30,26630.5,26630.5,26616.0,26625.0,3835
2025-12-01 15:00:00+05:30,26625.0,26650.0,26620.7,26648.5,1300
2025-12-01 15:05:00+05:30,26648.5,26651.7,26640.0,26645.0,845
2025-12-01 15:10:00+05:30,26645.0,26653.0,26645.0,26652.9,1105
2025-12-01 15:15:00+05:30,26652.9,26652.9,26650.0,26651.0,585
2025-12-01 15:20:00+05:30,26651.0,26653.0,26641.0,26641.0,1430
2025-12-01 15:25:00+05:30,26641.0,26652.0,26636.2,26642.0,1495
2025-12-02 09:15:00+05:30,26639.9,26639.9,26580.0,26625.8,5005
2025-12-02 09:20:00+05:30,26625.8,26625.8,26611.5,26620.0,2665
2025-12-02 09:25:00+05:30,26620.0,26625.0,26613.3,26613.3,2665
2025-12-02 09:30:00+05:30,26613.3,26616.1,26593.1,26616.1,3510
2025-12-02 09:35:00+05:30,26616.1,26616.1,26593.0,26595.8,2015
2025-12-02 09:40:00+05:30,26595.8,26609.3,26565.0,26565.0,7800
2025-12-02 09:45:00+05:30,26565.0,26591.7,26560.0,26560.0,3055
2025-12-02 09:50:00+05:30,26560.0,26571.4,26555.0,26570.0,2405
2025-12-02 09:55:00+05:30,26570.0,26579.8,26563.7,26565.1,1755
2025-12-02 10:00:00+05:30,26565.1,26567.6,26556.3,26567.6,3640
2025-12-02 10:05:00+05:30,26567.6,26567.6,26554.0,26562.4,1430
2025-12-02 10:10:00+05:30,26562.4,26562.4,26540.4,26550.0,8710
2025-12-02 10:15:00+05:30,26550.0,26558.2,26531.9,26547.6,3575
2025-12-02 10:20:00+05:30,26547.6,26566.5,26547.6,26566.5,2405
2025-12-02 10:25:00+05:30,26566.5,26568.0,26560.0,26568.0,845
2025-12-02 10:30:00+05:30,26568.0,26575.0,26560.6,26574.0,780
2025-12-02 10:35:00+05:30,26574.0,26578.0,26574.0,26577.2,325
2025-12-02 10:40:00+05:30,26577.2,26577.2,26559.5,26559.5,715
2025-12-02 10:45:00+05:30,26559.5,26564.9,26555.0,26564.9,650
2025-12-02 10:50:00+05:30,26564.9,26579.3,26564.9,26579.3,975
2025-12-02 10:55:00+05:30,26579.3,26579.3,26574.0,26577.8,195
2025-12-02 11:00:00+05:30,26577.8,26578.0,26569.4,26572.1,390
2025-12-02 11:05:00+05:30,26572.1,26579.9,26572.1,26579.9,325
2025-12-02 11:10:00+05:30,26579.9,26579.9,26562.0,26562.0,455
2025-12-02 11:15:00+05:30,26562.0,26564.9,26554.0,26564.9,975
2025-12-02 11:20:00+05:30,26564.9,26565.0,26564.9,26564.9,325
2025-12-02 11:25:00+05:30,26564.9,26564.9,26554.2,26554.2,260
2025-12-02 11:30:00+05:30,26554.2,26554.2,26550.1,26550.2,455
2025-12-02 11:35:00+05:30,26550.2,26559.9,26550.0,26550.0,520
2025-12-02 11:40:00+05:30,26550.0,26562.8,26550.0,26550.0,2340
2025-12-02 11:45:00+05:30,26550.0,26550.1,26545.1,26545.1,585
2025-12-02 11:50:00+05:30,26545.1,26546.0,26544.5,26544.5,975
2025-12-02 11:55:00+05:30,26544.5,26549.8,26540.0,26549.8,2860
2025-12-02 12:00:00+05:30,26549.8,26554.9,26535.1,26550.0,1105
2025-12-02 12:05:00+05:30,26550.0,26550.0,26540.0,26544.0,195
2025-12-02 12:10:00+05:30,26544.0,26550.0,26543.7,26543.7,715
2025-12-02 12:15:00+05:30,26543.7,26545.1,26541.5,26545.0,1105
2025-12-02 12:20:00+05:30,26545.0,26555.0,26545.0,26555.0,780
2025-12-02 12:25:00+05:30,26555.0,26555.0,26555.0,26555.0,260
2025-12-02 12:30:00+05:30,26555.0,26560.0,26550.0,26560.0,845
2025-12-02 12:35:00+05:30,26560.0,26565.1,26558.5,26559.7,390
2025-12-02 12:40:00+05:30,26559.7,26566.4,26550.0,26550.1,1430
2025-12-02 12:45:00+05:30,26550.1,26553.1,26545.0,26545.0,2015
2025-12-02 12:50:00+05:30,26545.0,26545.0,26540.0,26540.0,325
2025-12-02 12:55:00+05:30,26540.0,26542.1,26530.0,26537.0,2470
2025-12-02 13:00:00+05:30,26537.0,26537.0,26526.0,26530.0,1365
2025-12-02 13:05:00+05:30,26530.0,26540.0,26526.0,26540.0,2340
2025-12-02 13:10:00+05:30,26540.0,26540.0,26530.0,26530.0,1755
2025-12-02 13:15:00+05:30,26530.0,26537.6,26527.1,26537.2,455
2025-12-02 13:20:00+05:30,26537.2,26544.4,26525.4,26544.4,520
2025-12-02 13:25:00+05:30,26544.4,26544.4,26530.1,26535.0,1235
2025-12-02 13:30:00+05:30,26535.0,26539.5,26530.3,26530.3,845
2025-12-02 13:35:00+05:30,26530.3,26542.4,26525.0,26538.3,1625
2025-12-02 13:40:00+05:30,26538.3,26538.5,26525.3,26525.9,520
