time_bucket,trades,wins,losses,net_pnl,avg_pnl,median_pnl,avg_win,avg_loss,max_win,max_loss,win_rate_%,profit_factor
09:15-11:00,10,4,6,7383.2500000000055,738.3250000000005,-250.0,3788.937500000001,-1295.4166666666665,5587.000000000005,-3545.5000000000027,40.0,1.95
11:00-13:00,8,4,4,4409.000000000002,551.1250000000002,880.9999999999986,2920.375,-1818.125,4573.000000000003,-3259.5000000000045,50.0,1.61
13:00-14:30,8,2,6,2072.25000000001,259.03125000000125,-584.7500000000023,5309.125,-1424.333333333332,6344.249999999999,-4800.0,25.0,1.24
14:30-15:30,3,1,2,1271.499999999994,423.8333333333314,-250.0,3260.0,-994.250000000003,3260.0,-1738.500000000006,33.33,1.64
